"harvest_activity_pkey","study_year","treatment_fkey","treatment","treatment_long","blocks","crop","activity_date","activity","cutting_height_inches","tractor","implement","swath_value","swath_units","original_entry","comment"
266,"2021",5,"PF","prairie_fertilized","1, 2, 3, 4","prairie_biomass",2021-11-17,"weigh_biomass",NA,"John Deere 6140R","John Deere 458 Silage Special round baler",3.9,"feet","Prairie was mowed and windrowed on 11/17/2021.  Prarie was mowed to a height of 4-6"" with John Deere 6215R tractor and John Deere 835 MoCo mower/conditioner. Material was baled on 11/17/2021 with a John Deere 6140R tractor and John Deere 458 Silage Special baler.  Bale weights were taken from baler.",NA
267,"2022",3,"CCW","continuous_corn_cover_crop_stover_removed","1, 2, 3, 4","rye",2022-05-16,"harvest_plant_hand",NA,NA,NA,NA,NA,"Rye sampled in all CCW plots. 4 x 0.28m2 quadrats sampled in each plot.",NA
268,"2022",1,"C2","corn_soy_rotation","1, 2, 3, 4","corn_grain",2022-11-01,"harvest_grain_combine",NA,NA,"John Deere 9450 combine",NA,NA,"Corn harvested in all corn plots. John Deere 9450 plot combine was used. Weights and moisture values taken from the combine, the middle 12 rows of each plots was used for data collection.",NA
269,"2022",2,"CC","continuous_corn_stover_removed","1, 2, 3, 4","corn_grain",2022-11-01,"harvest_grain_combine",NA,NA,"John Deere 9450 combine",NA,NA,"Corn harvested in all corn plots. John Deere 9450 plot combine was used. Weights and moisture values taken from the combine, the middle 12 rows of each plots was used for data collection.",NA
270,"2022",3,"CCW","continuous_corn_cover_crop_stover_removed","1, 2, 3, 4","corn_grain",2022-11-01,"harvest_grain_combine",NA,NA,"John Deere 9450 combine",NA,NA,"Corn harvested in all corn plots. John Deere 9450 plot combine was used. Weights and moisture values taken from the combine, the middle 12 rows of each plots was used for data collection.",NA
271,"2022",6,"S2","soy_corn_rotation","1, 2, 3, 4","soybean_grain",2022-11-01,"harvest_grain_combine",NA,NA,"John Deere 9450 combine",NA,NA,"Soybeans harvested in all soybean plots. John Deere 9450 plot combine was used. Weights and moisture values taken from the combine, the middle 12 rows of each plots was used for data collection.",NA
272,"2022",2,"CC","continuous_corn_stover_removed","1, 2, 3, 4","corn_stover",2022-11-22,"collect_litter",NA,NA,NA,NA,NA,"Corn stover and prairie biomass collected in P, PF, CC and CCW plots.",NA
273,"2022",2,"CC","continuous_corn_stover_removed","1, 2, 3, 4","corn_stover",2022-11-22,"collect_litter",NA,NA,NA,NA,NA,"Corn stover and prairie biomass collected in P, PF, CC and CCW plots.",NA
274,"2022",3,"CCW","continuous_corn_cover_crop_stover_removed","1, 2, 3, 4","corn_stover",2022-11-22,"collect_litter",NA,NA,NA,NA,NA,"Corn stover and prairie biomass collected in P, PF, CC and CCW plots.",NA
275,"2022",4,"P","prairie","1, 2, 3, 4","prairie_biomass",2022-11-22,"collect_litter",NA,NA,NA,NA,NA,"Corn stover and prarie biomass collected in P,PF,CC and CCW plots.",NA
276,"2022",5,"PF","prairie_fertilized","1, 2, 3, 4","prairie_biomass",2022-11-22,"collect_litter",NA,NA,NA,NA,NA,"Corn stover and prarie biomass collected in P,PF,CC and CCW plots.",NA
277,"2022",2,"CC","continuous_corn_stover_removed","1, 2, 3, 4","corn_stover",2022-11-28,"bale_stover",NA,"John Deere 6115R","John Deere 115 drawn flail shredder",15,"feet","Corn stover raked and baled in CC and CCW plots. Raking: John Deere 6130 tractor and KUHN speedrake. Baling: John Deere 6115R tractor and silage special 458 baler.",NA
278,"2022",3,"CCW","continuous_corn_cover_crop_stover_removed","1, 2, 3, 4","corn_stover",2022-11-28,"bale_stover",NA,"John Deere 6115R","John Deere 115 drawn flail shredder",15,"feet","Corn stover raked and baled in CC and CCW plots. Raking: John Deere 6130 tractor and KUHN speedrake. Baling: John Deere 6115R tractor and silage special 458 baler.",NA
279,"2022",2,"CC","continuous_corn_stover_removed","1, 2, 3, 4","corn_stover",2022-11-28,"chop_stover",NA,"John Deere 6430","John Deere 115 drawn flail shredder",15,"feet","Stalks chopped in all corn plots. John Deere 6430 tractor and John Deere 115 chopper were used.",NA
280,"2022",3,"CCW","continuous_corn_cover_crop_stover_removed","1, 2, 3, 4","corn_stover",2022-11-28,"chop_stover",NA,"John Deere 6430","John Deere 115 drawn flail shredder",15,"feet","Stalks chopped in all corn plots. John Deere 6430 tractor and John Deere 115 chopper were used.",NA
281,"2022",4,"P","prairie","1, 2, 3, 4","prairie_biomass",2022-12-12,"bale_biomass",NA,"John Deere 6115R","John Deere 115 drawn flail shredder",15,"feet","Prairie chopped, raked and baled in all prairie plots. Mowing: John Deere 6125R tractor, MDX91 disc mower. Raking: John Deere 6130 tractor and KUHN speedrake. Baling: John Deere 6115R tractor and John Deere 458 silage special baler.",NA
282,"2022",5,"PF","prairie_fertilized","1, 2, 3, 4","prairie_biomass",2022-12-12,"bale_biomass",NA,"John Deere 6115R","John Deere 115 drawn flail shredder",15,"feet","Prairie chopped, raked and baled in all prairie plots. Mowing: John Deere 6125R tractor, MDX91 disc mower. Raking: John Deere 6130 tractor and KUHN speedrake. Baling: John Deere 6115R tractor and John Deere 458 silage special baler.",NA
283,"2022",4,"P","prairie","1, 2, 3, 4","prairie_biomass",2022-12-12,"mow",NA,"John Deere 6125R","Case IH MDX91 disc mower",NA,NA,"Prairie chopped, raked and baled in all prairie plots. Mowing: John Deere 6125R tractor, MDX91 disc mower. Raking: John Deere 6130 tractor and KUHN speedrake. Baling: John Deere 6115R tractor and John Deere 458 silage special baler.",NA
284,"2022",5,"PF","prairie_fertilized","1, 2, 3, 4","prairie_biomass",2022-12-12,"mow",NA,"John Deere 6125R","Case IH MDX91 disc mower",NA,NA,"Prairie chopped, raked and baled in all prairie plots. Mowing: John Deere 6125R tractor, MDX91 disc mower. Raking: John Deere 6130 tractor and KUHN speedrake. Baling: John Deere 6115R tractor and John Deere 458 silage special baler.",NA
285,"2023",3,"CCW","continuous_corn_cover_crop_stover_removed","1, 2, 3, 4","rye",2023-05-09,"harvest_plant_hand",NA,NA,NA,NA,NA,"Rye sampled in all CCW plots. 4 x 0.28m2 quadrats sampled per plot.",NA
286,"2023",1,"C2","corn_soy_rotation","1, 2, 3, 4","corn_grain",2023-10-18,"harvest_grain_combine",NA,NA,"John Deere 9450 combine",4,"rows","Corn harvested in all corn plots. John Deere 9450 plot combine with 4 row head was used. Data was collected from the middle 24 rows of each plot. Weight and moiture data was taken from the combine.",NA
287,"2023",2,"CC","continuous_corn_stover_removed","1, 2, 3, 4","corn_grain",2023-10-18,"harvest_grain_combine",NA,NA,"John Deere 9450 combine",4,"rows","Corn harvested in all corn plots. John Deere 9450 plot combine with 4 row head was used. Data was collected from the middle 24 rows of each plot. Weight and moiture data was taken from the combine.",NA
288,"2023",3,"CCW","continuous_corn_cover_crop_stover_removed","1, 2, 3, 4","corn_grain",2023-10-18,"harvest_grain_combine",NA,NA,"John Deere 9450 combine",4,"rows","Corn harvested in all corn plots. John Deere 9450 plot combine with 4 row head was used. Data was collected from the middle 24 rows of each plot. Weight and moiture data was taken from the combine.",NA
289,"2023",6,"S2","soy_corn_rotation","1, 2, 3, 4","soybean_grain",2023-10-18,"harvest_grain_combine",NA,NA,"John Deere 9450 combine",6,"rows","Soybeans harvested in all soybean plots. John Deere 9450 plot combine with 6 row head was used. Data was collected from the middle 24 rows of each plot. Weight and moiture data was taken from the combine.",NA
290,"2023",2,"CC","continuous_corn_stover_removed","1, 2, 3, 4","corn_stover",2023-11-02,"bale_stover",NA,"John Deere 6175","John Deere 560R MegaWide HC2 premium round baler",NA,NA,"Corn stover baled in CC and CCW plots. John Deere 6175 tractor and John Deere 560R MegaWide baler were used. *bale weights will be taken with mobile field scale on a later date.",NA
291,"2023",3,"CCW","continuous_corn_cover_crop_stover_removed","1, 2, 3, 4","corn_stover",2023-11-02,"bale_stover",NA,"John Deere 6175","John Deere 560R MegaWide HC2 premium round baler",NA,NA,"Corn stover baled in CC and CCW plots. John Deere 6175 tractor and John Deere 560R MegaWide baler were used. *bale weights will be taken with mobile field scale on a later date.",NA
292,"2023",2,"CC","continuous_corn_stover_removed","1, 2, 3, 4","corn_stover",2023-11-02,"chop_stover",NA,"John Deere 6430","John Deere 115 drawn flail shredder",15,"feet","Corn stalks chopped in all corn plots. John Deere 6430 tractor and John Deere 115 chopper were used. Corn stover raked and baled in CC and CCW plots. John Deere 6430 tractor and Speedrake SR112 rake were used.",NA
293,"2023",3,"CCW","continuous_corn_cover_crop_stover_removed","1, 2, 3, 4","corn_stover",2023-11-02,"chop_stover",NA,"John Deere 6430","John Deere 115 drawn flail shredder",15,"feet","Corn stalks chopped in all corn plots. John Deere 6430 tractor and John Deere 115 chopper were used. Corn stover raked and baled in CC and CCW plots. John Deere 6430 tractor and Speedrake SR112 rake were used.",NA
294,"2023",4,"P","prairie","1, 2, 3, 4","prairie_biomass",2023-11-07,"mow",NA,NA,"John Deere W235 windrower",NA,NA,"Prairie mowed in all P and PF plots. John Deere W235 windrower was used (ISU Digital Ag group did the mowing)",NA
295,"2023",5,"PF","prairie_fertilized","1, 2, 3, 4","prairie_biomass",2023-11-07,"mow",NA,NA,"John Deere W235 windrower",NA,NA,"Prairie mowed in all P and PF plots. John Deere W235 windrower was used (ISU Digital Ag group did the mowing)",NA
296,"2023",4,"P","prairie","1, 2, 3, 4","prairie_biomass",2023-11-08,"bale_biomass",NA,"John Deere 6175","John Deere 560R MegaWide HC2 premium round baler",NA,NA,"Prairie hay baled and weighed in all P and PF plots. Baling: John Deere 6175 tractor and John Deere 560R MegaWide baler. Weighing: mobile field scale (ISU digital ag). Corn stover bales were weighed with mobile field scale. *moisture samples were not able to be taken from prairie bales before they were hauled away. Historical data will be used to determine moisture values.",NA
297,"2023",5,"PF","prairie_fertilized","1, 2, 3, 4","prairie_biomass",2023-11-08,"bale_biomass",NA,"John Deere 6175","John Deere 560R MegaWide HC2 premium round baler",NA,NA,"Prairie hay baled and weighed in all P and PF plots. Baling: John Deere 6175 tractor and John Deere 560R MegaWide baler. Weighing: mobile field scale (ISU digital ag). Corn stover bales were weighed with mobile field scale. *moisture samples were not able to be taken from prairie bales before they were hauled away. Historical data will be used to determine moisture values.",NA
298,"2023",4,"P","prairie","1, 2, 3, 4","prairie_biomass",2023-11-08,"weigh_biomass",NA,NA,"mobile field scale (ISU digital ag)",NA,NA,"Prairie hay baled and weighed in all P and PF plots. Baling: John Deere 6175 tractor and John Deere 560R MegaWide baler. Weighing: mobile field scale (ISU digital ag). Corn stover bales were weighed with mobile field scale. *moisture samples were not able to be taken from prairie bales before they were hauled away. Historical data will be used to determine moisture values.",NA
299,"2023",5,"PF","prairie_fertilized","1, 2, 3, 4","prairie_biomass",2023-11-08,"weigh_biomass",NA,NA,"mobile field scale (ISU digital ag)",NA,NA,"Prairie hay baled and weighed in all P and PF plots. Baling: John Deere 6175 tractor and John Deere 560R MegaWide baler. Weighing: mobile field scale (ISU digital ag). Corn stover bales were weighed with mobile field scale. *moisture samples were not able to be taken from prairie bales before they were hauled away. Historical data will be used to determine moisture values.",NA
300,"2024",3,"CCW","continuous_corn_cover_crop_stover_removed","1, 2, 3, 4","rye",2024-05-29,"harvest_plant_hand",NA,NA,NA,NA,NA,"Rye sampled in all CCW plots. 4x 0.20 m^2 quadrats were sampled per plot.",NA
301,"2024",6,"S2","soy_corn_rotation","1, 2, 3, 4","soybean_grain",2024-10-03,"harvest_grain_combine",NA,NA,"John Deere 9450 combine",NA,NA,"Soybeans harvested in all soybean plots. John Deere 9450 plot combine was used. Weights and moisture values were taken from the combine.",NA
302,"2024",1,"C2","corn_soy_rotation","1, 2, 3, 4","corn_grain",2024-10-18,"harvest_grain_combine",NA,NA,"John Deere 9450 combine",NA,NA,"Corn harvested in all corn plots. John Deere 9450 plot combine was used. The inner 28 rows of each plot was used for data collection.",NA
303,"2024",2,"CC","continuous_corn_stover_removed","1, 2, 3, 4","corn_grain",2024-10-18,"harvest_grain_combine",NA,NA,"John Deere 9450 combine",NA,NA,"Corn harvested in all corn plots. John Deere 9450 plot combine was used. The inner 28 rows of each plot was used for data collection.",NA
304,"2024",3,"CCW","continuous_corn_cover_crop_stover_removed","1, 2, 3, 4","corn_grain",2024-10-18,"harvest_grain_combine",NA,NA,"John Deere 9450 combine",NA,NA,"Corn harvested in all corn plots. John Deere 9450 plot combine was used. The inner 28 rows of each plot was used for data collection.",NA
305,"2024",1,"C2","corn_soy_rotation","1, 2, 3, 4","corn_stover",2024-10-23,"chop_stover",NA,"John Deere 6430","John Deere 115 drawn flail shredder",15,"feet","Corn stalks chopped in all corn plots. John Deere 6430 tractor and John Deere 115 chopper were used.",NA
306,"2024",2,"CC","continuous_corn_stover_removed","1, 2, 3, 4","corn_stover",2024-10-23,"chop_stover",NA,"John Deere 6430","John Deere 115 drawn flail shredder",15,"feet","Corn stalks chopped in all corn plots. John Deere 6430 tractor and John Deere 115 chopper were used.",NA
307,"2024",3,"CCW","continuous_corn_cover_crop_stover_removed","1, 2, 3, 4","corn_stover",2024-10-23,"chop_stover",NA,"John Deere 6430","John Deere 115 drawn flail shredder",15,"feet","Corn stalks chopped in all corn plots. John Deere 6430 tractor and John Deere 115 chopper were used.",NA
308,"2024",4,"P","prairie","1, 2, 3, 4","prairie_biomass",2024-11-25,"bale_biomass",NA,"John Deere 6R","John Deere 560R MegaWide HC2 premium round baler",NA,NA,"Prairie chopped and baled in all P and PF plots. Mowing: John Deere 6R130 tractor and John Deere 946 Mower/conditioner were used. Baling: John Deere 6R130 tractor and John Deere 560R baler.",NA
309,"2024",5,"P","prairie_fertilized","1, 2, 3, 4","prairie_biomass",2024-11-25,"bale_biomass",NA,"John Deere 6R","John Deere 560R MegaWide HC2 premium round baler",NA,NA,"Prairie chopped and baled in all P and PF plots. Mowing: John Deere 6R130 tractor and John Deere 946 Mower/conditioner were used. Baling: John Deere 6R130 tractor and John Deere 560R baler.",NA
310,"2024",2,"CC","continuous_corn_stover_removed","1, 2, 3, 4","corn_stover",2024-11-25,"bale_stover",NA,"John Deere 6R","John Deere 560R MegaWide HC2 premium round baler",NA,NA,"Corn stover raked and baled in all CC and CCW plots. Raking: John Deere 6125R tractor and KUNE speedrake SR112. Baling: John Deere 6R130 tractor and  John Deere 560R baler.",NA
311,"2024",3,"CCW","continuous_corn_cover_crop_stover_removed","1, 2, 3, 4","corn_stover",2024-11-25,"bale_stover",NA,"John Deere 6R","John Deere 560R MegaWide HC2 premium round baler",NA,NA,"Corn stover raked and baled in all CC and CCW plots. Raking: John Deere 6125R tractor and KUNE speedrake SR112. Baling: John Deere 6R130 tractor and  John Deere 560R baler.",NA
312,"2024",4,"P","prairie","1, 2, 3, 4","prairie_biomass",2024-11-25,"mow",NA,"John Deere 6R","John Deere 946 mower-conditioner",13,"feet","Prairie chopped and baled in all P and PF plots. Mowing: John Deere 6R130 tractor and John Deere 946 Mower/conditioner were used. Baling: John Deere 6R130 tractor and John Deere 560R baler.",NA
313,"2024",5,"PF","prairie_fertilized","1, 2, 3, 4","prairie_biomass",2024-11-25,"mow",NA,"John Deere 6R","John Deere 946 mower-conditioner",13,"feet","Prairie chopped and baled in all P and PF plots. Mowing: John Deere 6R130 tractor and John Deere 946 Mower/conditioner were used. Baling: John Deere 6R130 tractor and John Deere 560R baler.",NA
314,"2025",3,"CCW","continuous_corn_cover_crop_stover_removed","1, 2, 3, 4","rye",2025-05-07,"harvest_plant_hand",NA,NA,NA,NA,NA,"Rye sampled in all CCW plots (4 plots). 4x 0.28m2 quatrats taken per plot.",NA
315,"2025",1,"C2","corn_soy_rotation","1, 2, 3, 4","corn_grain",2025-09-30,"harvest_grain_combine",NA,NA,"John Deere 9450 combine",4,"rows","Corn harvested in all corn plots. Inner 24 rows of each plot harvested for data. John Deere 9450 plot combine and 4 row all crop head was used. Moisture and weights taken from the combine.",NA
316,"2025",2,"CC","continuous_corn_stover_removed","1, 2, 3, 4","corn_grain",2025-09-30,"harvest_grain_combine",NA,NA,"John Deere 9450 combine",4,"rows","Corn harvested in all corn plots. Inner 24 rows of each plot harvested for data. John Deere 9450 plot combine and 4 row all crop head was used. Moisture and weights taken from the combine.",NA
317,"2025",3,"CCW","continuous_corn_cover_crop_stover_removed","1, 2, 3, 4","corn_grain",2025-09-30,"harvest_grain_combine",NA,NA,"John Deere 9450 combine",4,"rows","Corn harvested in all corn plots. Inner 24 rows of each plot harvested for data. John Deere 9450 plot combine and 4 row all crop head was used. Moisture and weights taken from the combine.",NA
318,"2025",6,"S2","soy_corn_rotation","1, 2, 3, 4","soybean_grain",2025-10-01,"harvest_grain_combine",NA,NA,"John Deere 9450 combine",4,"rows","Soybeans harvested in all soybean plots. Inner 24 rows of each plot harvested for data. John Deere 9450 plot combine and 4 row all crop head was used. Moisture and weights taken from the combine. In plot 22, approximatly 10 rows x 110' were unable to be harvested due to weed pressure. Harvest area was adjusted on data sheets for plot 22.",NA
319,"2025",1,"C2","corn_soy_rotation","1, 2, 3, 4","corn_stover",2025-10-03,"chop_stover",NA,"John Deere 6R","John Deere 115 drawn flail shredder",15,"feet","Stalks chopped in all corn plots. John Deere 6R130 tractor and John Deere 115 flail mower were used.",NA
320,"2025",2,"CC","continuous_corn_stover_removed","1, 2, 3, 4","corn_stover",2025-10-03,"chop_stover",NA,"John Deere 6R","John Deere 115 drawn flail shredder",15,"feet","Stalks chopped in all corn plots. John Deere 6R130 tractor and John Deere 115 flail mower were used.",NA
321,"2025",3,"CCW","continuous_corn_cover_crop_stover_removed","1, 2, 3, 4","corn_stover",2025-10-03,"chop_stover",NA,"John Deere 6R","John Deere 115 drawn flail shredder",15,"feet","Stalks chopped in all corn plots. John Deere 6R130 tractor and John Deere 115 flail mower were used.",NA
322,"2025",4,"P","prairie","1, 2, 3, 4","prairie_biomass",2025-11-03,"mow",NA,"John Deere 6R","John Deere 946 mower-conditioner",13,"feet","Prairie Biomass mowed in P and PF plots. John Deere 6R tractor and John Deere mower/conditioner were used.",NA
323,"2025",5,"PF","prairie_fertilized","1, 2, 3, 4","prairie_biomass",2025-11-03,"mow",NA,"John Deere 6R","John Deere 946 mower-conditioner",13,"feet","Prairie Biomass mowed in P and PF plots. John Deere 6R tractor and John Deere mower/conditioner were used.",NA
324,"2025",4,"P","prairie","1, 2, 3, 4","prairie_biomass",2025-11-04,"bale_biomass",NA,"John Deere 5095M","John Deere 560R MegaWide HC2 premium round baler",NA,NA,"Stover raked and baled in CC and CCW plots. Prairie biomass raked and baled in P and PF plots. Raking: John Deere 5095M tractor and KUNE speedrake. Baling: John Deere 130 tractor and John Deere 560R baler. Weights were taken from the baler.",NA
325,"2025",5,"P","prairie_fertilized","1, 2, 3, 4","prairie_biomass",2025-11-04,"bale_biomass",NA,"John Deere 5095M","John Deere 560R MegaWide HC2 premium round baler",NA,NA,"Stover raked and baled in CC and CCW plots. Prairie biomass raked and baled in P and PF plots. Raking: John Deere 5095M tractor and KUNE speedrake. Baling: John Deere 130 tractor and John Deere 560R baler. Weights were taken from the baler.",NA
326,"2025",2,"CC","continuous_corn_stover_removed","1, 2, 3, 4","corn_stover",2025-11-04,"bale_stover",NA,"John Deere 5095M","John Deere 560R MegaWide HC2 premium round baler",NA,NA,"Stover raked and baled in CC and CCW plots. Prairie biomass raked and baled in P and PF plots. Raking: John Deere 5095M tractor and KUNE speedrake. Baling: John Deere 130 tractor and John Deere 560R baler. Weights were taken from the baler.",NA
327,"2025",3,"CCW","continuous_corn_cover_crop_stover_removed","1, 2, 3, 4","corn_stover",2025-11-04,"bale_stover",NA,"John Deere 5095M","John Deere 560R MegaWide HC2 premium round baler",NA,NA,"Stover raked and baled in CC and CCW plots. Prairie biomass raked and baled in P and PF plots. Raking: John Deere 5095M tractor and KUNE speedrake. Baling: John Deere 130 tractor and John Deere 560R baler. Weights were taken from the baler.",NA
